,Unnamed: 0,summary,document,label
536,536,un monitors say three million need aid in somalia,"more than three million somalis will need humanitarian help at least until year 's end owing to high food prices and prolonged drought and insecurity in the troubled nation , a un report warned friday .",0
537,537,oil prices mixed amid hurricane wall street storms,"oil prices closed narrowly mixed friday amid a near-total shutdown of offshore rigs in the gulf of mexico , where a massive hurricane ike was bearing down deep in the heart of the us oil industry .",0
538,538,volatile wall street mixed as lehman future mulled,"wall street shares zigzagged to a mixed finish friday in a market whipsawed by reports and speculation about the fate of two troubled financial firms , lehman brothers and washington mutual .",0
539,539,italian ex-premier to lead bid to bolster african peacekeeping,"former italian premier romano prodi will chair a panel tasked with mulling ways to provide international backing to african union -lrb- au -rrb- peacekeeping missions established under un mandate , a un spokeswoman said friday .",0
540,540,pentagon proposes sale of missile defense system to uae,"the pentagon is hoping to sell the united arab emirates a theater wide missile defense system with an estimated value of #.## billion dollars , a defense agency said .",0
541,541,polish foreign minister on surprise visit to belarus,"poland 's foreign minister radoslaw sikorski on friday paid a surprise flash visit to belarus to discuss relations between minsk and the european union , the belarussian foreign ministry said .",0
542,542,air force urged to put nuclear forces under single command,a task force called friday for the us air force to put its nuclear forces under a single command to halt a serious erosion in readiness that has undermined international confidence in the us nuclear deterrent .,0
543,543,kenyan president urges dealers to reduce oil prices,kenyan president mwai kibaki on friday urged local oil companies to reduce prices as international crude prices dipped below ### dollars a barrel .,0
544,544,russia hopes for follow-through on historic zimbabwe accord,"russia voiced hope that a new zimbabwe power-sharing accord would be officially cinched monday in a show of `` high responsibility '' by all sides , the russian foreign ministry said friday .",0
545,545,suicide bomber kills ## in attack on iraq police station,"a suicide bomber detonated his explosives-filled truck near the police station of the central iraqi shiite town of dujail on friday , killing at least ## people , officials said .",0
546,546,saudi cleric says depraved tv moguls may be killed,"a senior saudi cleric has issued a religious decree saying the owners of television networks UNK `` UNK and debauchery '' may be killed , al - arabiya television reported on friday .",0
547,547,au hopes zimbabwe accord turning point for troubled nation,african union commission chairman jean ping on friday welcomed a new zimbabwe power-sharing accord and hoped it would boost the recovery of the struggling southern african nation .,0
548,548,kenyan pm welcomes end to graft case for south africa 's zuma,"kenyan prime minister raila odinga on friday welcomed a south african court 's move to halt a graft case against anc party chief jacob zuma , opening the way for him to become the country 's president next year .",0
549,549,alitalia stares into abyss as investors bolt,"italy 's alitalia was staring into the abyss friday after investors , blaming union intransigence , abandoned talks to rescue the airline , leaving the government scrambling to salvage the situation .",0
550,550,bulgaria seizes ## kilos of heroin at greek border,"bulgarian customs seized ## kilogrammes -lrb- ## pounds -rrb- of heroin on the southwestern UNK border checkpoint with greece , the customs agency said friday .",0
551,551,call for leadership challenge to british pm,"a junior member of the british government called friday for embattled prime minister gordon brown to face a challenge as labor party leader , to `` clear the air '' after months of growing infighting .",0
552,552,suicide bomber kills ## in attack on iraq police station,"a suicide bomber slammed his explosives-filled truck into the police station of the central iraqi town of dujail on friday , killing at least ## people , officials said .",0
553,553,pope backs sarkozy over revamp of church-state divide,"pope benedict xvi friday threw his weight behind a call by president nicolas sarkozy to rethink the strict separation of religion and state in france , the `` eldest daughter '' of the catholic church .",0
554,554,storm-hit cuba says it ca n't rebuild alone,"cuba on friday said it did not have the resources to confront rebuilding from devastation wrought by hurricanes gustav and ike , including ###,### tonnes of food lost and ###,### homes destroyed .",2
555,555,galveston a ghost town as deadly hurricane ike closes in,huge waves crashed over the seawall in galveston friday and washed through the UNK streets of the island as hurricane ike whipped the gulf of mexico into a frenzy and bore down on texas .,1
556,556,crude oil drops below ### dollars in new york,crude oil prices dipped below ### dollars a barrel in new york friday as traders anticipated hurricane ike would spare most oil installations in the gulf of mexico .,0
557,557,us lawmakers caution against rushing vote on indian nuclear deal,three lawmakers cautioned the us congress on friday against rushing through with a vote on a landmark nuclear pact with india that president george w. bush wants approved before he leaves office in january .,0
558,558,suicide bomber kills ## in attack on iraq police station,"a suicide bomber slammed his explosives-filled truck into the police station in the central iraqi town of dujail on friday , killing at least ## people , police and security officials said .",0
559,559,china telecom firms win ## million dollar libya deals,"chinese telecom firms huawei and zte have won contracts worth ## million dollars to expand the mobile phone network in libya , the state-run telecommunications office said on friday .",0
560,560,hurricane ike threatens refineries ; gasoline prices rise,"hurricane ike , bearing down friday on the texas coast , is pressuring us refining capacity at a time when gasoline stockpiles are low , signaling higher prices at the pump for american consumers .",0
561,561,anti-semitism is anti-christian says pope,"pope benedict xvi told french jewish leaders on friday that anti-semitism was anti-christian , as he began a four-day visit to the traditionally catholic nation .",0
562,562,china vows severe punishment over baby milk scandal,"china on friday vowed to punish those responsible for contaminating baby milk powder that has killed one infant and sickened dozens , as it emerged the producer knew about the problem a month ago .",0
563,563,eurozone chief sees financial crisis dragging on for months,"the current crisis roiling the financial sector is likely to drag on for many months to come , the chairman of the eurozone finance ministers warned friday .",0
564,564,suicide bomber kills ## in attack on iraq police station,"a suicide bomber slammed his explosives-filled truck into the police station in the central iraqi town of dujail on friday , killing at least ## people , police and security officials said .",0
565,565,officials urge residents to flee as killer hurricane roars to texas,"officials pleaded friday with thousands of diehard residents of the texas coast to flee to escape `` certain death '' as powerful hurricane ike bore down on houston , the fourth largest us city and a major oil hub .",0
566,566,rosenberg spy case man admits finally to espionage,"a us man convicted in the biggest espionage trial of the cold war has , after more than ## years , finally admitted his guilt , the new york times reported friday .",0
567,567,four greeks held over #.#-million-euro illegal artefacts sale,"police in northern greece have arrested four people on suspicion of antiquity smuggling after they allegedly tried to sell religious artefacts to undercover officers for #.# million euros -lrb- #.# million dollars -rrb- , a police source said on friday .",0
568,568,oil leads commodity prices lower,crude oil futures slid to six-month lows below ### dollars this week and many other commodities fell as the dollar rallied and surveys pointed to lower demand for raw materials amid an economic slowdown .,0
569,569,european stocks close higher,"european stocks closed higher friday , with investors betting that the us authorities will ensure that failing investment bank lehman brothers finds a savior and so ease the pressure on the banking sector .",0
570,570,russian submarines to test fire missiles in pacific,"russian submarines armed with intercontinental ballistic missiles will test fire their rockets in the pacific ocean between september ## and ## , a military official was quoted as saying on friday .",0
571,571,malaysia cracks down as opposition bids to seize power,"malaysian authorities friday arrested an opposition politician , a prominent blogger and a journalist , according to officials and reports , in a crackdown as the opposition plots to seize power .",0
572,572,no culture without religion pope warns,"pope benedict xvi friday warned that humanity faced `` disaster '' if it turned away from religion , saying faith was the basis of all true culture , in a speech to cultural and religious leaders in paris .",0
573,573,malaysia cracks down as opposition bids to seize power,"malaysian authorities friday arrested an opposition politician , a prominent blogger and a journalist , according to officials and reports , in a crackdown as the opposition plots to seize power .",0
574,574,afptv agenda for friday,spanish rider alberto contador is well-positioned to win his third major tour within ## months when the tour of spain resumes following friday 's rest day .,2
575,575,dollar wilts on unexpected fall in us retail sales,the dollar wilted against the euro friday on an unexpected fall in us retail sales in anxious trading reflecting market uncertainty surrounding the fate of ailing us investment giant lehman brothers .,0
576,576,medvedev likens georgia attack to september ##,"russian president dmitry medvedev on friday likened the georgian military assault on south ossetia that led to last month 's war to the september ## , #### attacks on the united states .",0
577,577,nato chiefs of staff discuss defense policy after georgia conflict,chiefs of staff from nato 's ## member countries met friday in sofia for a three - day conference to discuss the alliance 's common defense policy in the wake of the georgia-russia conflict .,0
578,578,bush berlusconi to meet october ##,"us president george w. bush will host italian prime minister silvio berlusconi on october ## , white house spokeswoman dana perino said in a statement .",0
579,579,bush to host kuwait pm september ##,"us president george w. bush will host kuwait 's prime minister sheikh nasser mohammed al-ahmed al-sabah september ## for wide-ranging talks on the middle east , the white house said friday .",0
580,580,bush to host lebanon president september ##,"us president george w. bush will host lebanese president michel sleiman september ## for wide-ranging talks on the middle east , white house spokeswoman dana perino said in a statement friday .",0
581,581,poland inks deals to save shipyards but needs commission 's okay,"poland on friday inked deals with private investors aimed at saving shipyards in gdynia and szczecin and forwarded the restructuring plans to the european commission , meeting a crucial eu deadline .",0
582,582,bush to welcome lithuanian president september ##,"us president george w. bush will host lithuanian president valdas adamkus of lithuania on september ## for talks on issues including the conflict in georgia , the white house said friday .",0
583,583,bush to welcome karzai september ##,"us president george w. bush will host president hamid karzai of afghanistan september ## for talks on the war amid tensions with pakistan over cross-border violence , the white house said friday .",0
584,584,lehman in eye of storm as turmoil extends,the turmoil surrounding embattled wall street giant lehman brothers extended friday as its share meltdown continued and the company and us government scrambled to find a buyer .,1
585,585,sas confirms talks on its future amid rumors of lufthansa bid,"beleaguered scandinavian carrier sas joined the ranks friday of struggling airlines looking for a bigger partner to save them from collapse , as it announced it was in talks but did not say with whom .",1
586,586,european stocks close higher,"european stock markets closed higher friday , with the london ftse ### index up #.## percent to #,###.## points .",0
587,587,greek company fined for refusing to insure gay man,"a greek insurance company was slapped with a ##,### euro -lrb- ##,### dollar -rrb- fine for refusing to sell life insurance to a homosexual man , a data watchdog authority told afp on friday .",0
588,588,deutsche bank seals latest major german banking deal,deutsche bank struck a deal friday to buy a stake in germany 's largest retail bank postbank for #.## billion euros -lrb- #.## billion dollars -rrb- in the country 's latest major banking tie-up .,0
589,589,vw workers vent anger against eu porsche,tens of thousands of workers demonstrated at volkswagen 's headquarters friday against what they see as threats to their jobs from porsche 's takeover efforts and from eu regulators .,0
590,590,ex-serb radicals leader to form eu-friendly party,serbian nationalist leader tomislav nikolic said friday he will form a moderate party open to european union integration after abandoning the ultra-nationalist radical party .,0
591,591,eu set to woo russian ally belarus ahead of elections,"european foreign ministers will seek monday to persuade leaders in russian - influenced belarus to hold democratic elections this month , holding out promises of aid given and sanctions taken away .",0
592,592,israelis pay tribute to little french girl thought murdered,"flowers , candles and stirring notes adorned the site where a tiny body was fished out of a tel aviv river , which was positively UNK on friday as that of a french girl allegedly murdered by her israeli grandfather .",0
593,593,us tells venezuelan ambassador to leave,the us state department announced friday it has informed venezuela 's ambassador to washington that `` he will be expelled '' in retaliation for the expulsion of the us envoy to caracas .,0
594,594,us shares lower amid jitters on lehman wamu,"us stocks retreated friday as market angst remained high on fears about the fate of two troubled financial firms , lehman brothers and washington mutual .",0
595,595,three arrested over wrong information ahead of afghan strikes,"afghan police have arrested three men alleged to have provided international troops with `` wrong information '' that led to air strikes said to have killed more than ## civilians , police said friday .",0
596,596,we wo n't wait forever on nabucco iranian minister warns omv,iranian oil minister gholam hossein nozari on friday warned austrian energy giant omv that it should sign a deal on the nabucco gas pipeline soon or tehran might look for other partners .,2
597,597,bush worries as ike threatens texas,us president george w. bush said friday he was `` deeply concerned '' about the threat hurricane ike posed to his adoptive home state of texas and urged residents to heed official warnings .,0
598,598,pope backs sarkozy over revamp of church-state divide,"pope benedict xvi friday threw his weight behind a call by president nicolas sarkozy to rethink the strict separation of religion and state in france , the `` eldest daughter '' of the catholic church .",0
599,599,berlin brushes off liechtenstein fourth reich jibe,berlin brushed off friday comments attributed to liechtenstein 's prince hans - adam ii suggesting that germany today was a `` fourth reich .,0
600,600,channel tunnel inferno leaves tens of thousands facing travel chaos,french and british firefighters on friday extinguished a UNK inferno in the channel tunnel but tens of thousands of travellers faced more infuriating delays as they waited for the undersea link to reopen .,0
601,601,us tells venezuelan ambassador to leave,the us state department announced friday it has told venezuela 's ambassador to washington that `` he will be expelled '' in retaliation for the expulsion of the us envoy to caracas .,0
602,602,ex-serb radicals leader to form eu-friendly party,serbian nationalist leader tomislav nikolic said friday he will form a moderate party open to european union integration after abandoning the ultra-nationalist radical party .,0
603,603,oil prices rise as hurricane ike halts us energy production,"oil prices on friday rebounded from six-month lows as hurricane ike forced the closure of energy production facilities in the gulf of mexico , traders said .",0
604,604,us wholesale prices down #.# percent as energy retreats,"a sharp drop in energy costs pulled wholesale prices down #.# percent in august , the labor department reported friday in a sign of easing inflation pressures .",0
605,605,eu finance chiefs rule out stimulus plan to avert recession,finance ministers from the ## euro countries on friday ruled out a sweeping european stimulus plan to ward off a recession but gave themselves some wiggle room on extra spending .,0
606,606,france eyes eu immigration pact deal on september ##,"the european union 's french presidency aims to seal agreement on a sweeping new eu pact to manage immigration on september ## , a senior french diplomat said friday .",0
607,607,opposition builds against georgia 's saakashvili,"georgian president mikheil saakashvili will face `` tough questions '' over his handling of the crisis with russia , a top politician said friday , joining opposition criticism of the georgian leader .",0
608,608,ike strands ## on UNK freighter in gulf of mexico,"twenty-two people were stranded aboard a freighter that lost power in the gulf of mexico in hurricane ike 's path , and the us coast guard was weighing rescue options limited by the storm , a coast guard spokesman said .",0
609,609,embattled greek minister resigns over monastery property deal,greece 's merchant marine minister george voulgarakis resigned friday over a controversial monastery property deal involving his wife .,0
610,610,history of south africa 's anc party,"south africa 's anc party whose president , jacob zuma , saw his corruption charges thrown out friday , championed the campaign against apartheid before becoming the country 's ruling party .",1
611,611,spain to set up climate change research institute,"spain , among the nations in europe most affected by desertification , will set up a climate change research institute in the northeastern city of zaragoza , environment minister elena espinosa said friday .",0
612,612,finland tells slovenia it can not interfere in bribery probe,"finland has told slovenia it can not intervene in a probe into whether finnish defense firm patria paid bribes to slovenia 's prime minister to win a contract , after ljubljana urged helsinki to act .",0
613,613,iran syria talks in moscow amid stand-off with west,"russian diplomatic and military officials held talks with their iranian and syrian counterparts friday , amid tensions with the west following russia 's conflict with georgia last month .",1
614,614,russia 's lavrov to visit georgian separatist regions,"russian foreign minister sergei lavrov will visit the separatist georgian regions of abkhazia and south ossetia next week , russian news agencies quoted officials as saying on friday .",0
615,615,two killed ## hurt in fresh kashmir protests,"fresh separatist protests rocked revolt-hit indian kashmir on friday , leaving two people dead and ## others injured when police fired teargas and bullets , police said .",0
616,616,un prosecutor will meet eu ministers after serbian visit,"the un yugoslav war crimes court 's chief prosecutor serge brammertz will meet eu foreign ministers in brussels monday on his recent visit to serbia , his office said .",0
617,617,world powers warn against pullout from bosnian power firm,world powers supervising bosnia 's peace accords voiced concern friday at a bosnian serb decision to pull out of the state power transmission company and form their own .,0
618,618,us shares lower amid jitters on lehman wamu,"us stocks opened lower friday as the market retrenched on fears about the fate of two troubled financial firms , lehman brothers and washington mutual .",0
619,619,embattled greek minister resigns over monastery property deal,greece 's merchant marine minister george voulgarakis resigned friday over a controversial monastery property deal involving his wife .,0
620,620,us freezes assets of venezuelan officials linked to colombian rebels,the us treasury announced friday it was freezing any us assets of two senior venezuelan officials and a former official after accusing them of aiding colombian rebels involved in drug trafficking .,0
621,621,eu rights court receives hundreds of complaints against georgia,"the european court of human rights has received more than ### complaints of rights violations by georgia since its conflict with moscow last month , the court said friday .",0
622,622,medvedev likens georgia attack to september ##,"president dmitry medvedev likened georgian military action to the september ## attacks on the united states on friday , while tbilisi said there was still no sign of an end to russian occupation .",0
623,623,us sanctions venezuelan officials,the us treasury announced friday it was imposing sanctions on two senior venezuelan officials and one former official after accusing them of aiding colombian rebels involved in drug trafficking .,0
624,624,sas confirms talks on its future amid rumors of lufthansa bid,"beleaguered scandinavian airline sas said friday it was in talks about a `` structural solution '' to its problems but did not say with whom , after swedish media reported lufthansa was preparing a bid .",0
625,625,ike strands ## on UNK freighter in gulf of mexico,"twenty-two people were stranded aboard a freighter that lost power in the gulf of mexico in hurricane ike 's path , and the us coast guard was weighing rescue options limited by the storm , a coast guard spokesman said .",0
626,626,trial restarts of poland 's last communist leader jaruzelski,"the trial of poland 's last communist leader wojciech jaruzelski , ## , accused of `` communist crimes '' for imposing a #### martial law crackdown , restarted on friday .",0
627,627,afp world economic news summary,defending drivers world champion kimi raikkonen of finland wound up fastest in the friday afternoon session on the opening day of practice for sunday 's italian grand prix .,2
628,628,us august retail sales in surprise slump,"us retail sales fell #.# percent in august as a government fiscal stimulus faded , with strong automobile sales helping offset a steeper decline , the commerce department said friday .",0
629,629,indian shares may slip further on us financial market concerns,"indian shares could slip further next week , weighed down by concerns of bad news from the us financial market and uncertainty over the future of lehman brothers , dealers said .",0
630,630,india industrial output growth picks up in july,"india 's industrial output growth hit a five-month high in july , according to data friday that analysts said showed the economy was still resilient despite a slew of aggressive interest rate hikes .",0
631,631,us considers expelling venezuelan ambassador,"the us state department was friday considering expelling venezuela 's ambassador here in retaliation for the expulsion of the us envoy to caracas , a us official said .",0
632,632,kenyan pm welcomes zimbabwe accord,kenyan prime minister raila odinga on friday welcomed a new power-sharing deal reached in zimbabwe and called for its quick implementation to end the political turmoil in the southern african nation .,0
633,633,kantar in lebanon demo for jailed cuban five in us,"about ### lebanese , including militant samir kantar , who was freed by israel this summer in a prisoner swap , marched on friday near the us embassy outside beirut to demand the release of five cubans held prisoner in the united states .",2
634,634,south african court throws out zuma graft case,"a south african court on friday threw out a corruption case against ruling anc party chief jacob zuma , opening the way for him to become the country 's president next year .",0
635,635,eu cautiously welcomes zimbabwe power-sharing deal,the european commission expressed cautious optimism friday about a new power - sharing deal reached in zimbabwe but said that it wants to see how the agreement plays out .,0
636,636,world powers warn against pullout from bosnian power firm,world powers supervising bosnia 's peace accords voiced concern friday at a bosnian serb decision to pull out of the state power transmission company and form their own .,0
637,637,china launches probe into milk powder after baby dies,shops throughout china pulled a milk powder suspected of killing one baby and sickening dozens of others from shelves on friday in the latest safety scandal to rock the country 's food industry .,1
638,638,zimbabweans refuse to celebrate political accord,zimbabweans whose lives have been shattered by a deep economic crisis reacted warily friday to a power-sharing agreement agreed by president robert mugabe and the opposition leader .,1
639,639,parties pledge campaign peace in indonesia 's aceh,political parties in indonesia 's aceh province pledged peace friday for the first national elections since government and rebel forces signed a deal to end decades of war .,0
640,640,polish tourist dies after fight on sailboat in croatia,"a polish national died and two others were injured , one seriously , in a brawl on their sailboat in a port of the southern croatian island of hvar , police and media said friday .",0
641,641,bulgarian inflation eases sharply in august,"inflation in bulgaria eased sharply in august to ##.# percent on a ##-month basis from ##.# percent in july , the national statistics institute said monday .",0
642,642,nato chief ambassadors to visit georgian city,"nato secretary general jaap de hoop scheffer said friday he and ## nato state ambassadors will next week visit the georgian city of gori , occupied briefly last month by russian forces .",0
643,643,dr congo rebel chief orders troops to withdraw,dr congo 's renegade tutsi leader laurent nkunda said friday he asked his troops to withdraw from positions taken over from government forces since fighting resumed in the country 's east last month .,0
644,644,vw workers vent anger at mass demo,tens of thousands of workers demonstrated at volkswagen headquarters on friday to ward off what they see as threats to their jobs from both porsche and the european commission .,1
645,645,us july retail sales in surprise slump,"us retail sales unexpectedly fell #.# percent in august , with strong automobile sales helping offset a steeper decline , the commerce department said friday .",0
646,646,us wholesale prices down #.# percent as energy retreats,"a sharp drop in energy costs pulled wholesale prices down #.# percent in august , the labor department reported friday in a sign of easing inflation pressures .",0
647,647,indian shares close down #.## pct,"indian shares fell #.## percent on friday as overseas funds sold on concerns the country 's software companies could see a dip in revenues in the upcoming third quarter , dealers said .",0
648,648,autopsy in israel on body thought to be murdered french girl,"experts on friday conducted forensic tests on a tiny body found in a tel aviv river , thought to be that of a french girl allegedly murdered by her grandfather in a case that has transfixed israel .",0
649,649,pope backs sarkozy over revamp of church-state divide,"pope benedict xvi friday threw his weight behind a call by president nicolas sarkozy to rethink the strict separation of religion and state in france , the `` eldest daughter '' of the catholic church .",0
650,650,samak ends bid to return as thai pm after revolt,"samak sundaravej has ended his bid to return to power as thailand 's prime minister , officials said friday , after a revolt within the ruling party torpedoed his re-election in parliament .",0
651,651,eu finance chiefs rule out stimulus plan to avert recession,finance ministers from the ## euro countries on friday ruled out a sweeping european stimulus plan to ward off a recession but gave themselves some wiggle room on extra spending .,0
652,652,medvedev likens georgia attack to september ##,"president dmitry medvedev likened georgian military action to the september ## attacks on the united states on friday , while tbilisi said there was still no sign of an end to russian occupation .",0
653,653,china launches probe into milk powder after baby dies,shops throughout china pulled a milk powder suspected of killing one baby and sickening dozens of others from shelves on friday in the latest safety scandal to rock the country 's food industry .,1
654,654,champagne helps drown channel tunnel sorrows,travellers faced another day of misery friday as the channel tunnel remained closed -- but some in london managed to drown their sorrows with champagne even without going to france .,0
655,655,venezuela warns it will act militarily if morales topples in bolivia,"president hugo chavez has warned venezuela will act militarily if his embattled ally evo morales in bolivia is toppled , after highlighting the recent arrival of two russian tu-### strategic bombers .",0
656,656,travel chaos in britain as tunnel closed flights hit,britain was plunged into travel turmoil friday as the country 's third largest tour operator went bust at the same time as the channel tunnel remained closed due to a fire .,0
657,657,zimbabwe rivals to wield equal power in unity government,"president robert mugabe and the opposition will wield equal power in a unity government aimed at ending zimbabwe 's protracted political crisis and economic meltdown , sources said friday .",0
658,658,deutsche bank seals latest major german banking deal,deutsche bank struck a deal friday to buy a stake in germany 's largest retail bank postbank for #.## billion euros -lrb- #.## billion dollars -rrb- in the country 's latest major banking deal .,0
659,659,european stocks rally on prospects for lehman rescue,"europe 's main stock markets rose strongly friday on prospects that beleaguered us investment bank lehman brothers might soon be saved and a report that it was in rescue talks , traders said .",0
660,660,sas share suspended amid rumors of lufthansa takeover,"the stockholm stock exchange on friday suspended trade in scandinavian airline sas on friday , it said , after the share soared ## percent on rumors lufthansa was preparing a bid for the carrier .",0
661,661,medvedev looks to asia amid UNK split,russian president dmitry medvedev on friday said moscow would pursue economic cooperation with asia amid growing tensions between russia and the west over the conflict in georgia .,0
662,662,one killed ## hurt in fresh kashmir protests,"fresh separatist protests rocked revolt-hit india kashmir on friday , leaving one protester dead and ## others injured when police fired teargas and bullets , police said .",0
663,663,druze rivals blame foreigners for killing of lebanese politicians,"the rival leaders of lebanon 's druze community , speaking at the funeral on friday of a pro-syrian politician , accused foreign powers of being behind his car bomb assassination .",0
664,664,china launches probe into milk powder after baby dies,shops throughout china pulled a milk powder suspected of killing one baby and sickening dozens of others from shelves on friday in the latest safety scandal to rock the country 's food industry .,1
665,665,volvo cars says to cut ### more jobs,"beleaguered swedish car maker volvo , a unit of us auto giant ford , said friday it planned to cut some ### jobs in sweden next year in addition to the #,### cuts worldwide announced in june .",0
666,666,russia-iran nuclear talks against backdrop of georgia crisis,russian foreign minister sergei lavrov held talks friday with his iranian counterpart amid western concerns over the two countries ' nuclear cooperation heightened by the georgia crisis .,0
667,667,investors drop alitalia talks blaming unions over dramatic crisis,"investors UNK out of talks to rescue the national airline alitalia on friday , blaming unions for refusing to face up to cutbacks which would avert collapse .",0
668,668,israeli soldier jailed after checkpoint stillborn death,"an israeli soldier was sentenced to ## days in prison after a palestinian delivered a stillborn baby when she was delayed at a checkpoint inside the occupied west bank , the army said on friday .",0
669,669,oil prices rise as hurricane ike halts us energy production,"oil prices rose on friday as hurricane ike forced the closure of energy production facilities in the gulf of mexico , traders said .",0
670,670,pope says church-state divide fundamental but religion too,"pope benedict xvi said friday it was `` fundamental '' to uphold the divide between church and state but also recognize religion 's importance for society , at the start of a visit to france .",0
671,671,"dutch microchip maker nxp announces #,### job cuts","dutch semi-conductor manufacturer nxp said on friday that it would cut #,### jobs worldwide and sell factories in four countries owing to the tough economic climate .",0
672,672,chinese pilots ordered to pay compensation for resignation,"a chinese court has ruled that ## pilots who resigned from china eastern airlines must pay the carrier a total of #.# million dollars in compensation , state media said friday .",0
673,673,eu finance chiefs rule out stimulus plan to avert recession,finance ministers from the ## countries sharing the euro ruled out on friday the possibility of a sweeping european stimulus plan to ward off the looming threat of recession .,0
674,674,deutsche bank buys postbank stake for #.## billion euros,deutsche post said friday it has sold a ##.## percent stake in its postbank unit to deutsche bank for #.## billion euros -lrb- #.## billion dollars -rrb- or ##.## euros per share in cash .,0
675,675,pope says church-state divide fundamental but religion too,"pope benedict xvi said friday it was `` fundamental '' to uphold the divide between church and state but also recognize religion 's importance for society , at the start of a visit to france .",0
676,676,australia denies china blocking uranium to india,australia 's foreign minister stephen smith on friday shot down claims that china is pressing canberra not to supply beijing 's rival india with uranium for nuclear fuel .,0
677,677,medvedev likens georgia attack to september ##,"president dmitry medvedev on friday likened the georgian assault on south ossetia that sparked last month 's war to the september ## , #### attacks on the united states .",0
678,678,pakistan army meets amid anger over us missile strikes,"pakistan 's army vowed friday to safeguard the country 's territorial integrity under the leadership of its new democratic government , an official statement said .",1
679,679,thai share prices close #.## percent higher,"thai share prices closed #.## percent higher on friday amid persistent concerns over the current political situation in the country , dealers said .",0
680,680,chinese shares end #.## percent higher,"chinese shares ended flat on friday , scratching out a #.## percent gain as electricity companies were buoyed by hopes the government would raise power prices soon , dealers said .",0
681,681,asian stocks close mostly up on lehman brothers hopes,asian stocks closed mostly higher friday as dealers took a lead from wall street on hopes that troubled us bank lehman brothers could find a suitor .,0
682,682,eu cautiously welcomes zimbabwe power-sharing deal,the european commission expressed cautious optimism friday about a new power - sharing deal reached in zimbabwe but said that it wants to see how the agreement plays out .,0
683,683,samak ends bid to return as thai pm,"samak sundaravej has ended his bid to return to power as thailand 's prime minister , an aide said friday , after a revolt within the ruling party torpedoed his re-election in parliament .",0
684,684,euro climbs versus dollar yen,"the euro rose against the dollar and yen on friday as markets awaited a potential rescue plan for troubled wall street titan lehman brothers and some important us economic data , dealers said .",2
685,685,medvedev likens georgia attack to september ##,"president dmitry medvedev on friday likened the georgian assault on south ossetia that sparked last month 's war to the september ## , #### attacks on the united states .",0
686,686,virgin 's branson promises battle to block ba-aa merger,virgin boss richard branson vowed friday to `` wage a major battle '' to block a proposed merger between his competitors british airways and american airlines .,2
687,687,finnair to start flights to istanbul,finnish airline finnair said friday it would start flights from helsinki to istanbul in turkey next march to serve business and leisure passengers .,0
688,688,four killed in burundi in witchcraft row,"four people were murdered in eastern burundi in a revenge raid for the death of a villager allegedly caused by an act of witchcraft , police told afp friday .",0
689,689,pope begins visit to secular france,bells tolled on paris churches friday to greet pope benedict xvi for a four-day visit to a country facing a freefall in the number of churchgoers despite its deep christian heritage .,0
690,690,indonesian shares slump #.# percent,"indonesian shares slumped #.# percent friday , hurt by worries that the rupiah will continue to fall despite high interest rates , dealers said .",0
691,691,south african court throws out zuma graft case,"a south african court on friday threw out a corruption case against ruling anc party chief jacob zuma , who is at the forefront in the race to become the country 's president .",0
692,692,indian shares close down #.## pct,"indian shares fell #.## percent on friday , as overseas funds sold on concerns that india 's software companies could see a dip in revenues in the upcoming third quarter , dealers said .",1
693,693,fresh protests hit indian kashmir ## hurt,"a dozen people including a key separatist were injured friday when police fired teargas to disperse thousands of muslims protesting india 's rule in kashmir , police said .",0
694,694,palin will not blink in america 's righteous cause,republican vice presidential pick sarah palin vowed thursday not to `` blink '' in pursuit of america 's `` righteous '' war in iraq and insisted she was ready to step in as president if needed .,0
695,695,trial restarts of poland 's last communist leader jaruzelski,"the trial restarted UNK of poland 's last communist leader wojciech jaruzelski , ## , accused of `` communist crimes '' for imposing the #### martial law crackdown re-opened .",0
696,696,italian official industrial output slumps #.# pct on month in july,"italian industrial output slumped by #.# percent in july from the june level , more than expected and adding to concern about possible recession , official data showed on friday .",0
697,697,thai share priced close #.## percent higher,"thai share prices closed #.## percent higher on friday amid persistent concerns over the current political situation in the country , dealers said .",0
698,698,south african court throws out zuma graft case,"a south african court on friday threw out a corruption case against ruling anc party chief jacob zuma , who is at the forefront in the race to become the country 's president .",0
699,699,malaysian shares close up #.# percent,"malaysian share prices ended #.# percent higher friday amid rising plantation and financial stocks but political tensions capped sentiment , dealers said .",0
700,700,finland ratifies eu 's lisbon treaty,"finnish president tarja halonen on friday ratified the european union 's lisbon treaty , giving the final approval for the deal adopted by finland 's parliament by a large majority in june .",0
701,701,dr congo rebel chief orders troops to withdraw,dr congo 's renegade tutsi colonel laurent nkunda said friday he asked his troops to withdraw from positions taken over from government forces since fighting resumed in the country 's east last month .,0
702,702,investors drop alitalia talks blaming unions over dramatic crisis,"italian investors pulled out of talks to rescue the national airline alitalia on friday , saying unions refused to face up to the `` dramatic '' crisis in the company and the need for cutbacks .",0
703,703,man indicted for kicking taiwan 's ex-president in rear,"a taiwanese man was indicted on friday for allegedly kicking former president chen shui-bian in the rear , an official at the taipei district prosecutor 's office said .",0
704,704,muslim massacre computer game blasted in britain,"british muslims condemned as deeply offensive friday a computer game called `` muslim massacre , '' which trumpets itself as a `` game of modern religious genocide .",0
